workerId,ITEM_ID,ITEM_FUNCTION,ITEM_SUBGROUP,TYPE,OBJform,P,comment,ANSWER,ANSWER_POSITION,OPTION_0_ITEM,OPTION_1_ITEM,OPTION_0_KEY_CONDITION,OPTION_1_KEY_CONDITION,date_time_begin,date_time_end,rt,trial_index
505,f20,filler,pseudo_windef,,,,PO_position,accept,below,"Kannst du mir sagen, wen Kim mit dem Fall beauftragt hat? Ich hoffe, es ist jemand mit Erfahrung.","Kannst du mir sagen, wen Kim beauftragt hat mit dem Fall? Ich hoffe, es ist jemand mit Erfahrung.",accept,?,18:22:47,18:22:51,4172,36
505,f01,control,related,,,,order_SUBJ_OBJfix,accept,above,"Ich habe gehört, dass der Geschäftsmann was in Anspruch genommen hat. Was es war, weiß ich aber nicht.","Ich habe gehört, dass was der Geschäftsmann in Anspruch genommen hat. Was es war, weiß ich aber nicht.",accept,*,18:23:01,18:23:09,8152,38
505,f43,filler,unrelated,,,,ADV_position,accept,below,"Tim hat erzählt, dass ihn eine Meldung zutiefst schockiert hat. Welche genau, weiß ich aber nicht.","Tim hat erzählt, dass ihn zutiefst eine Meldung schockiert hat. Welche genau, weiß ich aber nicht.",accept,?,18:23:09,18:23:14,5663,39
505,f14,control,unrelated,,,,order_SUBJ_OBJ,accept,above,"Max hat erzählt, dass er Schwarzweißfilme liebt. Was er daran findet, weiß ich aber nicht.","Max hat erzählt, dass Schwarzweißfilme er liebt. Was er daran findet, weiß ich aber nicht.",accept,*,18:23:14,18:23:22,7185,40
505,f10,control,unrelated,,,,order_SUBJ_OBJ,accept,above,"Uwe hat erzählt, dass er Schlagerlieder verabscheut. Seit wann das so ist, weiß ich aber nicht.","Uwe hat erzählt, dass Schlagerlieder er verabscheut. Seit wann das so ist, weiß ich aber nicht.",accept,*,18:23:27,18:23:33,6022,42
505,f35,attention,pseudo_COM,,,,NEG_position,accept,above,"Ben hat erzählt, dass er sich auf heftige Weise mit Pia angelegt hat. Warum genau, weiß ich aber nicht.","Ben hat erzählt, dass er sich auf heftige Weise mit Pia angelegt hat. Warum genau, weiß ich nicht aber.",accept,*,18:23:33,18:23:48,14865,43
505,f19,attention,pseudo_windef,,,,V_position,accept,below,"Weißt du vielleicht, was Isa bestellt hat? Ich hoffe, es war nichts Teures.","Weißt du vielleicht, was Isa bestellt hat? Ich hoffe, es nichts Teures war.",accept,*,18:24:00,18:24:06,5214,45
505,f07,control,related,,,,order_SUBJ_OBJfix,accept,above,"Isa hat erzählt, dass der Ermittler was auf den Kopf gestellt hat. Was es war, weiß ich aber nicht.","Isa hat erzählt, dass was der Ermittler auf den Kopf gestellt hat. Was es war, weiß ich aber nicht.",accept,*,18:24:19,18:24:27,7618,47
505,f39,attention,unrelated,,,,V_position,accept,above,"Lea hat versprochen, dass sie sich bis morgen über die Finanzierungsmöglichkeiten informiert. Ich hoffe, dass wir einen Kredit bekommen.","Lea hat versprochen, dass sie sich bis morgen über die Finanzierungsmöglichkeiten informiert. Ich hoffe, dass wir bekommen einen Kredit.",accept,*,18:24:27,18:24:40,12687,48
505,f08,control,related,,,,order_SUBJ_OBJfix,accept,above,"Ich habe gehört, dass der Vorsitzende was zum Abschluss gebracht hat. Was es war, weiß ich aber nicht.","Ich habe gehört, dass was der Vorsitzende zum Abschluss gebracht hat. Was es war, weiß ich aber nicht.",accept,*,18:24:40,18:24:47,7266,49
505,f13,control,unrelated,,,,order_SUBJ_OBJ,accept,below,"Isa hat erzählt, dass sie die Vorbehalte missbilligt. Was genau vorgefallen ist, weiß ich aber nicht.","Isa hat erzählt, dass die Vorbehalte sie missbilligt. Was genau vorgefallen ist, weiß ich aber nicht.",accept,*,18:24:58,18:25:04,5757,51
505,f17,attention,pseudo_windef,,,,NEG_position,accept,above,"Kannst du mir sagen, wen Uwe gefeuert hat? Ich hoffe, es war nicht Ben.","Kannst du mir sagen, wen Uwe gefeuert hat? Ich hoffe, es nicht war Ben.",accept,*,18:25:04,18:25:10,6025,52
505,f03,control,related,,,,order_SUBJ_OBJfix,accept,below,"Max hat erzählt, dass der Richter was zur Kenntnis genommen hat. Was es war, weiß ich aber nicht.","Max hat erzählt, dass was der Richter zur Kenntnis genommen hat. Was es war, weiß ich aber nicht.",accept,*,18:25:10,18:25:20,9897,53
505,f16,control,unrelated,,,,order_SUBJ_OBJ,accept,below,"Uwe hat erzählt, dass er die Vorkommnisse verurteilt. Was genau vorgefallen ist, weiß ich aber nicht.","Uwe hat erzählt, dass die Vorkommnisse er verurteilt. Was genau vorgefallen ist, weiß ich aber nicht.",accept,*,18:25:28,18:25:38,9960,55
505,f32,attention,unrelated,,,,SUBJ_position,accept,above,"Max hat versprochen, dass er sich von nun an in der Schule benimmt. Ich hoffe, dass er seine Unruhe in den Griff bekommt.","Max hat versprochen, dass er sich von nun an in der Schule benimmt. Ich hoffe, dass seine Unruhe in den Griff er bekommt.",accept,*,18:25:38,18:25:50,12502,56
505,f02,control,related,,,,order_SUBJ_OBJfix,accept,below,"Pia hat erzählt, dass der Abteilungsleiter was in Aussicht gestellt hat. Was es war, weiß ich aber nicht.","Pia hat erzählt, dass was der Abteilungsleiter in Aussicht gestellt hat. Was es war, weiß ich aber nicht.",accept,*,18:25:50,18:26:01,11183,57
505,f37,filler,pseudo_COM,,,,REFL_position,accept,above,"Ich habe mitbekommen, dass Tim sich bei angelehnter Tür mit einem Kommilitonen ausgetauscht hat. Worüber genau, weiß ich aber nicht.","Ich habe mitbekommen, dass Tim bei angelehnter Tür mit einem Kommilitonen ausgetauscht sich hat. Worüber genau, weiß ich aber nicht.",accept,*,18:26:12,18:26:28,16656,59
505,f12,control,unrelated,,,,order_SUBJ_OBJ,accept,above,"Kim hat erzählt, dass sie ihren Chef verehrt. Ob das auf Gegenseitigkeit beruht, weiß ich aber nicht.","Kim hat erzählt, dass ihren Chef sie verehrt. Ob das auf Gegenseitigkeit beruht, weiß ich aber nicht.",accept,*,18:26:28,18:26:38,9366,60
505,f09,control,unrelated,,,,order_SUBJ_OBJ,accept,below,"Lea hat erzählt, dass sie die Speisen genossen hat. Ob das stimmt, weiß ich aber nicht.","Lea hat erzählt, dass die Speisen sie genossen hat. Ob das stimmt, weiß ich aber nicht.",accept,*,18:27:01,18:27:07,5509,62
505,f42,attention,unrleated,,,,SUBJ_position,accept,below,"Uwe hat erzählt, dass ihn das Theaterstück auf angenehme Weise entzückt hat. Ich hoffe, dass er nun öfter mitkommt.","Uwe hat erzählt, dass ihn das Theaterstück auf angenehme Weise entzückt hat. Ich hoffe, dass nun er öfter mitkommt.",accept,*,18:27:07,18:27:17,9703,63
505,f29,filler,unrelated,,,,ADV_position,accept,below,"Ich habe mitbekommen, dass sich der Sprecher bei der Probe häufig geräuspert hat. Warum genau, weiß ich aber nicht.","Ich habe mitbekommen, dass sich bei der Probe der Sprecher häufig geräuspert hat. Warum genau, weiß ich aber nicht.",accept,?,18:27:29,18:27:38,9111,65
505,f05,control,related,,,,order_SUBJ_OBJfix,accept,above,"Ich habe gehört, dass der Politiker was unter Verschluss gehalten hat. Was es war, weiß ich aber nicht.","Ich habe gehört, dass was der Politiker unter Verschluss gehalten hat. Was es war, weiß ich aber nicht.",accept,*,18:27:38,18:27:47,8548,66
505,f11,control,unrelated,,,,order_SUBJ_OBJ,accept,above,"Ben hat erzählt, dass er seine Nachbarn beneidet. Warum genau, weiß ich aber nicht.","Ben hat erzählt, dass seine Nachbarn er beneidet. Warum genau, weiß ich aber nicht.",accept,*,18:27:55,18:28:13,18382,68
505,f27,filler,pseudo_COM,,,,ADV_position,accept,below,"Ich habe mitbekommen, dass Tim sich zusammen mit Ben auf verdächtige Art weggeschlichen hat. Warum er das getan hat, weiß ich aber nicht.","Ich habe mitbekommen, dass Tim zusammen mit Ben sich auf verdächtige Art weggeschlichen hat. Warum er das getan hat, weiß ich aber nicht.",accept,?,18:28:13,18:28:19,5472,69
505,f04,control,related,,,,order_SUBJ_OBJfix,accept,above,"Lea hat erzählt, dass der Student was zum Verkauf angeboten hat. Was es war, weiß ich aber nicht.","Lea hat erzählt, dass was der Student zum Verkauf angeboten hat. Was es war, weiß ich aber nicht.",accept,*,18:28:19,18:28:26,7125,70
505,f30,filler,unrelated,,,,ADV_position,accept,above,"Eva hat versprochen, dass sie sich vor dem Sport immer bei geöffnetem Fenster dehnt. Ich hoffe, sie hält sich auch daran.","Eva hat versprochen, dass sie sich immer bei geöffnetem Fenster dehnt vor dem Sport. Ich hoffe, sie hält sich auch daran.",accept,?,18:28:26,18:28:37,11269,71
502,f25,calibration,unrelated,,,,ADV_position,accept,above,"Kim hat erzählt, dass sie sich gerade unglaublich zusammenreißen musste. Warum genau, weiß ich aber nicht.","Kim hat erzählt, dass sie sich unglaublich gerade zusammenreißen musste. Warum genau, weiß ich aber nicht.",accept,?,17:55:22,17:55:33,11517,0
502,f34,calibration,unrelated,,,,PO_position,accept,above,"Ich habe gehört, dass Lea sich bei Max gemeldet hat. Warum genau, weiß ich aber nicht.","Ich habe gehört, dass Lea bei Max sich gemeldet hat. Warum genau, weiß ich aber nicht.",accept,?,17:55:33,17:55:42,8454,1
502,f18,calibration,pseudo_windef,,,,SUBJ_position,accept,above,"Weißt du vielleicht, was Tim gerade eben aus dem Fenster geschmissen hat? Ich hoffe, es war kein Blumentopf.","Weißt du vielleicht, was gerade eben aus dem Fenster geschmissen Tim hat? Ich hoffe, es war kein Blumentopf.",accept,*,17:55:42,17:55:52,10167,2
502,f36,calibration,unrelated,,,,REFL_position,accept,above,"Ich habe gehört, dass Pia sich für ihre Verhaltensweise geschämt hat. Was genau vorgefallen ist, weiß ich aber nicht.","Ich habe gehört, dass sich Pia für ihre Verhaltensweise geschämt hat. Was genau vorgefallen ist, weiß ich aber nicht.",accept,?,17:55:52,17:56:05,12531,3
502,f44,calibration,unrelated,,,,PO_position,accept,below,"Ben hat erzählt, dass sein Sohn einigen Nachbarn auf die Nerven gegangen ist. Ob ihn das stört, weiß ich aber nicht.","Ben hat erzählt, dass sein Sohn auf die Nerven einigen Nachbarn gegangen ist. Ob ihn das stört, weiß ich aber nicht.",accept,*,17:56:05,17:56:11,6860,4
502,f26,calibration,unrelated,,,,REFL_position,*,above,"Jan hat versprochen, dass er sich beeilt. Ich hoffe, er schafft es rechtzeitig.","Jan hat versprochen, dass sich er beeilt. Ich hoffe, er schafft es rechtzeitig.",accept,*,17:56:11,17:56:32,20705,5
502,f20,filler,pseudo_windef,,,,PO_position,accept,below,"Kannst du mir sagen, wen Kim mit dem Fall beauftragt hat? Ich hoffe, es ist jemand mit Erfahrung.","Kannst du mir sagen, wen Kim beauftragt hat mit dem Fall? Ich hoffe, es ist jemand mit Erfahrung.",accept,?,17:56:32,17:56:37,5107,6
502,f21,attention,pseudo_windef,,,,V_position,accept,below,"Kannst du mir sagen, wen Kai am Samstag in die Oper begleitet hat? Ich hoffe, dass es eine nette Dame war.","Kannst du mir sagen, wen Kai am Samstag in die Oper begleitet hat? Ich hoffe, dass eine nette Dame es war.",accept,*,17:56:49,17:57:07,18436,8
502,f33,filler,unrelated,,,,REFL_position,accept,below,"Ich habe gehört, dass Uwe sich für einen Ausbildungsberuf entschieden hat. Für welchen genau, weiß ich aber nicht.","Ich habe gehört, dass sich Uwe für einen Ausbildungsberuf entschieden hat. Für welchen genau, weiß ich aber nicht.",accept,?,17:57:17,17:57:22,5442,10
502,f42,attention,unrleated,,,,SUBJ_position,accept,below,"Uwe hat erzählt, dass ihn das Theaterstück auf angenehme Weise entzückt hat. Ich hoffe, dass er nun öfter mitkommt.","Uwe hat erzählt, dass ihn das Theaterstück auf angenehme Weise entzückt hat. Ich hoffe, dass nun er öfter mitkommt.",accept,*,17:57:29,17:57:39,10087,12
502,f46,filler,unrelated,,,,SUBJ_position,accept,above,"Ich habe mitbekommen, dass der Beschluss die Bürger aufgewühlt hat. Ich hoffe, dass sich die Gemüter schnell wieder beruhigen.","Ich habe mitbekommen, dass die Bürger der Beschluss aufgewühlt hat. Ich hoffe, dass sich die Gemüter schnell wieder beruhigen.",accept,?,17:57:51,17:57:57,6551,14
502,f43,filler,unrelated,,,,ADV_position,accept,above,"Tim hat erzählt, dass ihn eine Meldung zutiefst schockiert hat. Welche genau, weiß ich aber nicht.","Tim hat erzählt, dass ihn zutiefst eine Meldung schockiert hat. Welche genau, weiß ich aber nicht.",accept,?,17:58:04,17:58:11,7107,16
502,f24,attention,pseudo_windef,,,,V_position,accept,below,"Kannst du mir sagen, was Max zum Tatzeitpunkt gemacht hat? Ich hoffe, er hat ein gutes Alibi.","Kannst du mir sagen, was Max zum Tatzeitpunkt gemacht hat? Ich hoffe, er ein gutes Alibi hat.",accept,*,17:58:20,17:58:26,6360,18
502,f47,filler,unrelated,,,,V_position,accept,above,"Ich habe mitbekommen, dass der Problemschüler die Lehrer erstaunt hat. Ich hoffe, dass er doch noch versetzt wird.","Ich habe mitbekommen, dass der Problemschüler erstaunt die Lehrer hat. Ich hoffe, dass er doch noch versetzt wird.",accept,*,17:58:42,17:58:49,6102,20
502,f22,filler,pseudo_windef,,,,ADV_position,accept,below,"Weißt du vielleicht, wen Lea gerade angerufen hat? Ich hoffe, dass es keine teure Hotline war.","Weißt du vielleicht, wen Lea angerufen hat gerade? Ich hoffe, dass es keine teure Hotline war.",accept,?,17:58:55,17:59:00,4543,22
502,f07,control,related,,,,order_SUBJ_OBJfix,accept,below,"Isa hat erzählt, dass der Ermittler was auf den Kopf gestellt hat. Was es war, weiß ich aber nicht.","Isa hat erzählt, dass was der Ermittler auf den Kopf gestellt hat. Was es war, weiß ich aber nicht.",accept,*,17:59:09,17:59:15,6157,24
502,f28,filler,unrelated,,,,REFL_position,accept,below,"Eva hat erzählt, dass sie sich in der Mittagspause ganz plötzlich übergeben musste. Warum, weiß sie aber auch nicht.","Eva hat erzählt, dass sie in der Mittagspause ganz plötzlich übergeben musste sich. Warum, weiß sie aber auch nicht.",accept,*,17:59:15,17:59:20,5218,25
502,f15,control,unrelated,,,,order_SUBJ_OBJ,accept,below,"Pia hat erzählt, dass sie Zugverspätungen hasst. Ob sie oft betroffen ist, weiß ich aber nicht.","Pia hat erzählt, dass Zugverspätungen sie hasst. Ob sie oft betroffen ist, weiß ich aber nicht.",accept,*,17:59:27,17:59:31,4081,27
502,f41,filler,unrelated,,,,PO_position,accept,below,"Tim hat erzählt, dass er Uwe mit seiner unkonventionellen Art beeindruckt hat. Was genau passiert ist, weiß ich aber nicht.","Tim hat erzählt, dass er mit seiner unkonventionellen Art Uwe beeindruckt hat. Was genau passiert ist, weiß ich aber nicht.",accept,?,17:59:31,17:59:40,9007,28
502,f14,control,unrelated,,,,order_SUBJ_OBJ,accept,below,"Max hat erzählt, dass er Schwarzweißfilme liebt. Was er daran findet, weiß ich aber nicht.","Max hat erzählt, dass Schwarzweißfilme er liebt. Was er daran findet, weiß ich aber nicht.",accept,*,17:59:40,17:59:45,4967,29
502,f40,attention,unrelated,,,,SUBJ_position,accept,below,"Ich habe gehört, dass Tim sich in einen Mann verliebt hat. Wie er das seiner Frau beibringen will, weiß ich aber nicht.","Ich habe gehört, dass Tim sich in einen Mann verliebt hat. Wie das er seiner Frau beibringen will, weiß ich aber nicht.",accept,*,17:59:53,18:00:00,7026,31
502,f01,control,related,,,,order_SUBJ_OBJfix,accept,above,"Ich habe gehört, dass der Geschäftsmann was in Anspruch genommen hat. Was es war, weiß ich aber nicht.","Ich habe gehört, dass was der Geschäftsmann in Anspruch genommen hat. Was es war, weiß ich aber nicht.",accept,*,18:00:00,18:00:06,5385,32
502,f09,control,unrelated,,,,order_SUBJ_OBJ,accept,below,"Lea hat erzählt, dass sie die Speisen genossen hat. Ob das stimmt, weiß ich aber nicht.","Lea hat erzählt, dass die Speisen sie genossen hat. Ob das stimmt, weiß ich aber nicht.",accept,*,18:00:14,18:00:20,5785,34
502,f38,filler,unrelated,,,,PO_position,accept,above,"Ich habe mitbekommen, dass Kai sich bei der Stadt beworben hat. Ob er gute Chancen hat, weiß ich aber nicht.","Ich habe mitbekommen, dass Kai bei der Stadt sich beworben hat. Ob er gute Chancen hat, weiß ich aber nicht.",accept,?,18:00:20,18:00:26,6281,35
502,f03,control,related,,,,order_SUBJ_OBJfix,accept,below,"Max hat erzählt, dass der Richter was zur Kenntnis genommen hat. Was es war, weiß ich aber nicht.","Max hat erzählt, dass was der Richter zur Kenntnis genommen hat. Was es war, weiß ich aber nicht.",accept,*,18:00:26,18:00:32,6153,36
502,f19,attention,pseudo_windef,,,,V_position,accept,below,"Weißt du vielleicht, was Isa bestellt hat? Ich hoffe, es war nichts Teures.","Weißt du vielleicht, was Isa bestellt hat? Ich hoffe, es nichts Teures war.",accept,*,18:00:42,18:00:49,7210,38
502,f12,control,unrelated,,,,order_SUBJ_OBJ,accept,below,"Kim hat erzählt, dass sie ihren Chef verehrt. Ob das auf Gegenseitigkeit beruht, weiß ich aber nicht.","Kim hat erzählt, dass ihren Chef sie verehrt. Ob das auf Gegenseitigkeit beruht, weiß ich aber nicht.",accept,*,18:00:49,18:00:55,6431,39
502,f39,attention,unrelated,,,,V_position,accept,below,"Lea hat versprochen, dass sie sich bis morgen über die Finanzierungsmöglichkeiten informiert. Ich hoffe, dass wir einen Kredit bekommen.","Lea hat versprochen, dass sie sich bis morgen über die Finanzierungsmöglichkeiten informiert. Ich hoffe, dass wir bekommen einen Kredit.",accept,*,18:01:02,18:01:13,10499,41
502,f10,control,unrelated,,,,order_SUBJ_OBJ,accept,above,"Uwe hat erzählt, dass er Schlagerlieder verabscheut. Seit wann das so ist, weiß ich aber nicht.","Uwe hat erzählt, dass Schlagerlieder er verabscheut. Seit wann das so ist, weiß ich aber nicht.",accept,*,18:01:20,18:01:25,4945,43
502,f30,filler,unrelated,,,,ADV_position,accept,above,"Eva hat versprochen, dass sie sich vor dem Sport immer bei geöffnetem Fenster dehnt. Ich hoffe, sie hält sich auch daran.","Eva hat versprochen, dass sie sich immer bei geöffnetem Fenster dehnt vor dem Sport. Ich hoffe, sie hält sich auch daran.",accept,?,18:01:25,18:01:32,7539,44
502,f23,filler,pseudo_windef,,,,ADV_position,accept,above,"Weißt du vielleicht, wen Tim heute morgen verhaftet hat? Ich hoffe, es war kein Unschuldiger.","Weißt du vielleicht, wen Tim verhaftet hat heute morgen? Ich hoffe, es war kein Unschuldiger.",accept,?,18:01:42,18:01:50,7645,46
502,f13,control,unrelated,,,,order_SUBJ_OBJ,accept,below,"Isa hat erzählt, dass sie die Vorbehalte missbilligt. Was genau vorgefallen ist, weiß ich aber nicht.","Isa hat erzählt, dass die Vorbehalte sie missbilligt. Was genau vorgefallen ist, weiß ich aber nicht.",accept,*,18:01:50,18:01:55,5048,47
502,f32,attention,unrelated,,,,SUBJ_position,accept,below,"Max hat versprochen, dass er sich von nun an in der Schule benimmt. Ich hoffe, dass er seine Unruhe in den Griff bekommt.","Max hat versprochen, dass er sich von nun an in der Schule benimmt. Ich hoffe, dass seine Unruhe in den Griff er bekommt.",accept,*,18:02:05,18:02:14,9181,49
502,f48,attention,unrelated,,,,V_position,accept,above,"Ich habe mitbekommen, dass der Clown die Zirkusbesucher gelangweilt hat. Ich hoffe, dass sie den Abend trotzdem genossen haben.","Ich habe mitbekommen, dass der Clown die Zirkusbesucher gelangweilt hat. Ich hoffe, dass sie den Abend genossen trotzdem haben.",accept,*,18:02:20,18:02:27,6980,51
502,f16,control,unrelated,,,,order_SUBJ_OBJ,accept,above,"Uwe hat erzählt, dass er die Vorkommnisse verurteilt. Was genau vorgefallen ist, weiß ich aber nicht.","Uwe hat erzählt, dass die Vorkommnisse er verurteilt. Was genau vorgefallen ist, weiß ich aber nicht.",accept,*,18:02:27,18:02:42,15148,52
502,f02,control,related,,,,order_SUBJ_OBJfix,accept,above,"Pia hat erzählt, dass der Abteilungsleiter was in Aussicht gestellt hat. Was es war, weiß ich aber nicht.","Pia hat erzählt, dass was der Abteilungsleiter in Aussicht gestellt hat. Was es war, weiß ich aber nicht.",accept,*,18:02:48,18:02:53,5414,54
502,f27,filler,pseudo_COM,,,,ADV_position,accept,below,"Ich habe mitbekommen, dass Tim sich zusammen mit Ben auf verdächtige Art weggeschlichen hat. Warum er das getan hat, weiß ich aber nicht.","Ich habe mitbekommen, dass Tim zusammen mit Ben sich auf verdächtige Art weggeschlichen hat. Warum er das getan hat, weiß ich aber nicht.",accept,?,18:02:53,18:02:58,5440,55
